Lat,Lon,HarvestYear,Source,YieldTonHa
5.14203254737,7.37471602851,2011.0,LSMS_NGA2010,10.6666666666667
5.31524834074,7.4334346461,2011.0,LSMS_NGA2010,1.53048210186209
5.31524834074,7.4334346461,2011.0,LSMS_NGA2010,1.85919682697075
5.31524834074,7.4334346461,2011.0,LSMS_NGA2010,7.76531492666091
5.31524834074,7.4334346461,2011.0,LSMS_NGA2010,8.0296479308215
5.91892832509,7.42249845731,2011.0,LSMS_NGA2010,6.19101123595506
5.91892832509,7.42249845731,2011.0,LSMS_NGA2010,2.05415499533147
5.91892832509,7.42249845731,2011.0,LSMS_NGA2010,1.71438162374718
5.91892832509,7.42249845731,2011.0,LSMS_NGA2010,0.63276576161988
5.38520298007,7.5278870437,2011.0,LSMS_NGA2010,1.60918433077076
5.38520298007,7.5278870437,2011.0,LSMS_NGA2010,2.00578128644225
5.38520298007,7.5278870437,2011.0,LSMS_NGA2010,0.925233644859813
5.69861467033,7.51949932817,2011.0,LSMS_NGA2010,1.37190484881669
5.69861467033,7.51949932817,2011.0,LSMS_NGA2010,1.40559071729958
9.68199592163,11.8269506538,2011.0,LSMS_NGA2010,0.580012760280726
6.16779029063,7.00668904073,2011.0,LSMS_NGA2010,4.06779661016949
6.29487701088,7.06416881346,2011.0,LSMS_NGA2010,6.66222518321119
6.29487701088,7.06416881346,2011.0,LSMS_NGA2010,10.4079933388843
6.29487701088,7.06416881346,2011.0,LSMS_NGA2010,1.76439748297734
6.31316440344,6.96516116294,2011.0,LSMS_NGA2010,7.85340314136126
6.10137761736,7.18988708702,2011.0,LSMS_NGA2010,0.658446067281217
6.10137761736,7.18988708702,2011.0,LSMS_NGA2010,0.718766335598536
6.10137761736,7.18988708702,2011.0,LSMS_NGA2010,0.916284881299459
6.55332176691,7.02906000742,2011.0,LSMS_NGA2010,1.23039064903107
6.55332176691,7.02906000742,2011.0,LSMS_NGA2010,1.46541617819461
6.24153758762,6.9368284516,2011.0,LSMS_NGA2010,1.39502441292723
6.24153758762,6.9368284516,2011.0,LSMS_NGA2010,0.570190443608165
7.51514666615,8.10456074405,2011.0,LSMS_NGA2010,0.184975375153183
7.51514666615,8.10456074405,2011.0,LSMS_NGA2010,0.266387256033671
7.18499237084,9.05983389603,2011.0,LSMS_NGA2010,0.506893755068938
7.13253377255,8.89928429772,2011.0,LSMS_NGA2010,0.125272467617067
7.13253377255,8.89928429772,2011.0,LSMS_NGA2010,0.737599114881062
7.31015034768,9.82258297564,2011.0,LSMS_NGA2010,10.7642626480086
7.18153477595,8.12388325776,2011.0,LSMS_NGA2010,0.543856595892795
7.18153477595,8.12388325776,2011.0,LSMS_NGA2010,0.171501372010976
6.7904710982,8.21331932541,2011.0,LSMS_NGA2010,0.141770237701432
7.94794794807,7.84960063268,2011.0,LSMS_NGA2010,0.290954797262697
7.024700005,7.85588266464,2011.0,LSMS_NGA2010,0.598324690865576
7.024700005,7.85588266464,2011.0,LSMS_NGA2010,0.909628416791741
7.024700005,7.85588266464,2011.0,LSMS_NGA2010,0.656685053848174
7.024700005,7.85588266464,2011.0,LSMS_NGA2010,0.646412411118293
7.11120144337,7.74246020701,2011.0,LSMS_NGA2010,0.809159687664361
7.11120144337,7.74246020701,2011.0,LSMS_NGA2010,2.99502077795665
7.11120144337,7.74246020701,2011.0,LSMS_NGA2010,0.661879074693054
7.11120144337,7.74246020701,2011.0,LSMS_NGA2010,0.675371454299865
7.11120144337,7.74246020701,2011.0,LSMS_NGA2010,0.76107362118829
7.11120144337,7.74246020701,2011.0,LSMS_NGA2010,1.35044062948539
7.11120144337,7.74246020701,2011.0,LSMS_NGA2010,1.19719514280828
7.13124337986,7.67714309718,2011.0,LSMS_NGA2010,0.342489211589835
6.69323689452,9.22460085821,2011.0,LSMS_NGA2010,0.280092430502066
6.69323689452,9.22460085821,2011.0,LSMS_NGA2010,0.264357940651642
6.69323689452,9.22460085821,2011.0,LSMS_NGA2010,1.6594756057086
6.69323689452,9.22460085821,2011.0,LSMS_NGA2010,1.52421151365928
6.50579840795,8.87016201696,2011.0,LSMS_NGA2010,3.21144129485313
6.44305604944,6.58324477885,2011.0,LSMS_NGA2010,1.06258633513973
6.11554285941,6.17661906842,2011.0,LSMS_NGA2010,2.54237288135593
7.46485632748,5.4293907403,2011.0,LSMS_NGA2010,0.819672131147541
10.4839449376,11.3966333392,2011.0,LSMS_NGA2010,4.41612516560469
9.86015744722,11.1997429657,2011.0,LSMS_NGA2010,1.75438596491228
7.91724465814,5.77211251871,2011.0,LSMS_NGA2010,1.55695335367752
7.65536420745,7.28227086573,2011.0,LSMS_NGA2010,8.88494002665482
7.23891062262,7.23659197226,2011.0,LSMS_NGA2010,3.52112676056338
7.48888422073,7.65083462038,2011.0,LSMS_NGA2010,4.44444444444445
8.43075126585,4.57397047246,2011.0,LSMS_NGA2010,7.06339396079817
10.8857336676,5.862466598,2011.0,LSMS_NGA2010,1.96147659958417
10.4307765955,5.55735774683,2011.0,LSMS_NGA2010,0.262629187464022
9.63134879803,6.37927524336,2011.0,LSMS_NGA2010,0.208325955122423
8.1299959029,4.3959858225,2011.0,LSMS_NGA2010,4.33333333333333
8.32841838002,3.56125462387,2011.0,LSMS_NGA2010,0.814470424542709
5.01417184373,6.54474998558,2011.0,LSMS_NGA2010,9.45560906729872
5.01417184373,6.54474998558,2011.0,LSMS_NGA2010,8.94689753170886
5.01417184373,6.54474998558,2011.0,LSMS_NGA2010,9.84473447344734
5.14601648677,6.61622345941,2011.0,LSMS_NGA2010,7.30978319724502
5.14601648677,6.61622345941,2011.0,LSMS_NGA2010,7.23045296661232
5.14601648677,6.61622345941,2011.0,LSMS_NGA2010,8.22050290135396
5.25625865911,6.61941404124,2011.0,LSMS_NGA2010,5.26187576126675
5.31524834074,7.4334346461,2013.0,LSMS_NGA2012,3.52017977807028
9.68199592163,11.8269506538,2013.0,LSMS_NGA2012,0.511875511875512
9.68199592163,11.8269506538,2013.0,LSMS_NGA2012,1.44296358484626
9.68199592163,11.8269506538,2013.0,LSMS_NGA2012,0.444129605901594
9.68199592163,11.8269506538,2013.0,LSMS_NGA2012,9.12450385510288
9.68199592163,11.8269506538,2013.0,LSMS_NGA2012,0.644407402952245
9.35668119389,12.1731637317,2013.0,LSMS_NGA2012,0.47378395451674
9.35668119389,12.1731637317,2013.0,LSMS_NGA2012,3.89408936838149
9.35668119389,12.1731637317,2013.0,LSMS_NGA2012,3.35221399371003
9.35668119389,12.1731637317,2013.0,LSMS_NGA2012,0.674490759476595
9.35668119389,12.1731637317,2013.0,LSMS_NGA2012,0.178189593727726
9.35668119389,12.1731637317,2013.0,LSMS_NGA2012,0.681013347861618
9.35668119389,12.1731637317,2013.0,LSMS_NGA2012,0.649197483710553
9.35668119389,12.1731637317,2013.0,LSMS_NGA2012,2.97766749379653
9.35668119389,12.1731637317,2013.0,LSMS_NGA2012,4.36350942518036
9.33287881009,11.7819675423,2013.0,LSMS_NGA2012,3.72531975661244
9.33287881009,11.7819675423,2013.0,LSMS_NGA2012,5.46351057872236
9.33287881009,11.7819675423,2013.0,LSMS_NGA2012,2.34205749751156
9.33287881009,11.7819675423,2013.0,LSMS_NGA2012,1.52434377000701
8.30266963237,12.0444336999,2013.0,LSMS_NGA2012,0.453288608857259
8.30266963237,12.0444336999,2013.0,LSMS_NGA2012,4.89875898105813
8.30266963237,12.0444336999,2013.0,LSMS_NGA2012,2.97840655249442
8.30266963237,12.0444336999,2013.0,LSMS_NGA2012,1.99362041467305
8.30266963237,12.0444336999,2013.0,LSMS_NGA2012,1.99713743634124
8.95937097796,12.1543140636,2013.0,LSMS_NGA2012,0.135903138127008
8.95937097796,12.1543140636,2013.0,LSMS_NGA2012,2.17746325530757
8.95937097796,12.1543140636,2013.0,LSMS_NGA2012,2.25109338821713
8.95937097796,12.1543140636,2013.0,LSMS_NGA2012,0.881652805125342
8.95937097796,12.1543140636,2013.0,LSMS_NGA2012,0.99601593625498
8.95937097796,12.1543140636,2013.0,LSMS_NGA2012,4.00882260554576
8.95937097796,12.1543140636,2013.0,LSMS_NGA2012,8.0
8.95937097796,12.1543140636,2013.0,LSMS_NGA2012,0.993788819875776
10.7021170344,13.4417466208,2013.0,LSMS_NGA2012,2.44967950026538
10.7021170344,13.4417466208,2013.0,LSMS_NGA2012,3.42239156722718
10.7021170344,13.4417466208,2013.0,LSMS_NGA2012,0.486144871171609
10.7021170344,13.4417466208,2013.0,LSMS_NGA2012,0.744047619047619
10.2710717474,13.3077304864,2013.0,LSMS_NGA2012,3.24464633354964
10.2710717474,13.3077304864,2013.0,LSMS_NGA2012,1.77967609894999
10.2710717474,13.3077304864,2013.0,LSMS_NGA2012,3.42348510783978
10.2686739218,13.2386102614,2013.0,LSMS_NGA2012,1.41793690180787
10.2686739218,13.2386102614,2013.0,LSMS_NGA2012,0.58841527996799
10.2686739218,13.2386102614,2013.0,LSMS_NGA2012,1.62284972411555
10.2686739218,13.2386102614,2013.0,LSMS_NGA2012,0.445732114998886
10.2832908043,12.8870466619,2013.0,LSMS_NGA2012,2.95845021037868
10.2832908043,12.8870466619,2013.0,LSMS_NGA2012,3.45781466113416
10.2832908043,12.8870466619,2013.0,LSMS_NGA2012,0.71120383101797
10.2832908043,12.8870466619,2013.0,LSMS_NGA2012,0.304404736537701
10.2832908043,12.8870466619,2013.0,LSMS_NGA2012,0.236983671825011
10.2832908043,12.8870466619,2013.0,LSMS_NGA2012,0.613101989515956
