id,placeholder1,Lat,Lon,placeholder2
0,.,5.14203254737,7.37471602851,.
1,.,5.31524834074,7.4334346461,.
2,.,5.31524834074,7.4334346461,.
3,.,5.31524834074,7.4334346461,.
4,.,5.31524834074,7.4334346461,.
5,.,5.91892832509,7.42249845731,.
6,.,5.91892832509,7.42249845731,.
7,.,5.91892832509,7.42249845731,.
8,.,5.91892832509,7.42249845731,.
9,.,5.38520298007,7.5278870437,.
10,.,5.38520298007,7.5278870437,.
11,.,5.38520298007,7.5278870437,.
12,.,5.69861467033,7.51949932817,.
13,.,5.69861467033,7.51949932817,.
14,.,9.68199592163,11.8269506538,.
15,.,6.16779029063,7.00668904073,.
16,.,6.29487701088,7.06416881346,.
17,.,6.29487701088,7.06416881346,.
18,.,6.29487701088,7.06416881346,.
19,.,6.31316440344,6.96516116294,.
20,.,6.10137761736,7.18988708702,.
21,.,6.10137761736,7.18988708702,.
22,.,6.10137761736,7.18988708702,.
23,.,6.55332176691,7.02906000742,.
24,.,6.55332176691,7.02906000742,.
25,.,6.24153758762,6.9368284516,.
26,.,6.24153758762,6.9368284516,.
27,.,7.51514666615,8.10456074405,.
28,.,7.51514666615,8.10456074405,.
29,.,7.18499237084,9.05983389603,.
30,.,7.13253377255,8.89928429772,.
31,.,7.13253377255,8.89928429772,.
32,.,7.31015034768,9.82258297564,.
33,.,7.18153477595,8.12388325776,.
34,.,7.18153477595,8.12388325776,.
35,.,6.7904710982,8.21331932541,.
36,.,7.94794794807,7.84960063268,.
37,.,7.024700005,7.85588266464,.
38,.,7.024700005,7.85588266464,.
39,.,7.024700005,7.85588266464,.
40,.,7.024700005,7.85588266464,.
41,.,7.11120144337,7.74246020701,.
42,.,7.11120144337,7.74246020701,.
43,.,7.11120144337,7.74246020701,.
44,.,7.11120144337,7.74246020701,.
45,.,7.11120144337,7.74246020701,.
46,.,7.11120144337,7.74246020701,.
47,.,7.11120144337,7.74246020701,.
48,.,7.13124337986,7.67714309718,.
49,.,6.69323689452,9.22460085821,.
50,.,6.69323689452,9.22460085821,.
51,.,6.69323689452,9.22460085821,.
52,.,6.69323689452,9.22460085821,.
53,.,6.50579840795,8.87016201696,.
54,.,6.44305604944,6.58324477885,.
55,.,6.11554285941,6.17661906842,.
56,.,7.46485632748,5.4293907403,.
57,.,10.4839449376,11.3966333392,.
58,.,9.86015744722,11.1997429657,.
59,.,7.91724465814,5.77211251871,.
60,.,7.65536420745,7.28227086573,.
61,.,7.23891062262,7.23659197226,.
62,.,7.48888422073,7.65083462038,.
63,.,8.43075126585,4.57397047246,.
64,.,10.8857336676,5.862466598,.
65,.,10.4307765955,5.55735774683,.
66,.,9.63134879803,6.37927524336,.
67,.,8.1299959029,4.3959858225,.
68,.,8.32841838002,3.56125462387,.
69,.,5.01417184373,6.54474998558,.
70,.,5.01417184373,6.54474998558,.
71,.,5.01417184373,6.54474998558,.
72,.,5.14601648677,6.61622345941,.
73,.,5.14601648677,6.61622345941,.
74,.,5.14601648677,6.61622345941,.
75,.,5.25625865911,6.61941404124,.
10134,.,0.551625669002533,33.618896484375,.
10135,.,1.14941644668579,33.9205665588379,.
10136,.,0.857629358768463,34.3664779663086,.
10137,.,1.02946770191193,34.2461814880371,.
10138,.,0.819429337978363,34.0940742492676,.
10139,.,1.2184237241745,34.2704315185547,.
10140,.,1.02946770191193,34.2461814880371,.
10141,.,1.02946770191193,34.2461814880371,.
10142,.,0.657477378845215,34.1587715148926,.
10143,.,0.857629358768463,34.3664779663086,.
10144,.,0.857629358768463,34.3664779663086,.
10145,.,0.0808010026812553,30.4895534515381,.
10146,.,1.03577780723572,33.3878631591797,.
10147,.,0.376263439655304,33.1910133361816,.
10148,.,-0.92032378911972,29.8012294769287,.
10149,.,-0.303979516029358,30.3784961700439,.
10150,.,-0.303979516029358,30.3784961700439,.
10151,.,-0.757246434688568,30.8071994781494,.
10152,.,0.785026848316193,33.3249053955078,.
10153,.,0.289272874593735,32.6159744262695,.
10154,.,-0.343147128820419,31.7253131866455,.
10155,.,-0.471200257539749,31.3637866973877,.
10156,.,-0.576782405376434,31.6916370391846,.
10157,.,0.63070547580719,31.7877235412598,.
10158,.,0.63070547580719,31.7877235412598,.
10159,.,0.487563967704773,31.8009243011475,.
10160,.,0.586751282215118,31.7181549072266,.
10161,.,0.411417484283447,33.1413688659668,.
10162,.,0.359630525112152,33.1372489929199,.
10163,.,0.684824407100677,32.8292083740234,.
10164,.,0.684824407100677,32.8292083740234,.
10165,.,1.58244657516479,32.1892929077148,.
10166,.,1.58244657516479,32.1892929077148,.
10167,.,-0.508830487728119,31.3332862854004,.
10168,.,0.431405365467072,33.8126411437988,.
10169,.,0.431405365467072,33.8126411437988,.
10170,.,0.31351912021637,33.8706359863281,.
10171,.,0.31351912021637,33.8706359863281,.
10172,.,0.31351912021637,33.8706359863281,.
