id,placeholder1,Lat,Lon,placeholder2
17414,.,-10.98745,34.89339,.
17415,.,-6.45662,36.72286,.
17416,.,-6.17725,36.47575,.
17417,.,-6.37526,35.64825,.
17418,.,-5.99373,35.85198,.
17419,.,-5.99373,35.85198,.
17420,.,-5.94781,35.91746,.
17421,.,-6.05863,35.52204,.
17422,.,-2.99639,36.01396,.
17423,.,-3.19666,37.61538,.
17424,.,-3.64001,37.65588,.
17425,.,-5.07731,38.59898,.
17426,.,-5.72716,38.18618,.
17427,.,-5.72716,38.18618,.
17428,.,-5.63383,38.40159,.
17429,.,-5.63383,38.40159,.
17430,.,-5.63383,38.40159,.
17431,.,-5.42298,37.9864,.
17432,.,-5.49977,37.55692,.
17433,.,-6.5433,37.1817,.
17434,.,-6.91555,37.84035,.
17435,.,-6.91555,37.84035,.
17436,.,-8.66419,36.72074,.
17437,.,-8.66419,36.72074,.
17438,.,-6.82198,37.66124,.
17439,.,-6.18398,37.71068,.
17440,.,-5.9564,37.66168,.
17441,.,-6.631,38.34793,.
17442,.,-6.631,38.34793,.
17443,.,-6.9292,38.72658,.
17444,.,-7.42397,39.10071,.
17445,.,-7.42397,39.10071,.
17446,.,-8.12542,39.21822,.
17447,.,-6.85413,39.26045,.
17448,.,-8.82654,38.87871,.
17449,.,-10.2345,39.28193,.
17450,.,-10.2345,39.28193,.
17451,.,-9.80098,37.89751,.
17452,.,-9.59512,37.4031,.
17453,.,-10.07181,38.93771,.
17454,.,-9.99362,39.68323,.
17455,.,-10.38659,39.98886,.
17456,.,-10.92088,39.29269,.
17457,.,-10.92088,39.29269,.
17458,.,-10.72779,39.40541,.
17459,.,-10.83349,39.38815,.
17460,.,-10.77808,38.76734,.
17461,.,-10.56733,38.92812,.
17462,.,-10.78343,39.1128,.
17463,.,-10.83161,39.73888,.
17464,.,-10.7963,39.517,.
17465,.,-10.33497,40.22398,.
17466,.,-10.97143,37.39885,.
17467,.,-10.97143,37.39885,.
17468,.,-10.97143,37.39885,.
17469,.,-11.06224,37.30518,.
17470,.,-11.07245,37.31925,.
17471,.,-11.07245,37.31925,.
17472,.,-11.07245,37.31925,.
17473,.,-11.07245,37.31925,.
17474,.,-11.01194,37.26911,.
17475,.,-10.56993,35.35346,.
17476,.,-10.56993,35.35346,.
17477,.,-10.56993,35.35346,.
17478,.,-10.60553,35.48898,.
17479,.,-10.79206,35.75554,.
17480,.,-10.79206,35.75554,.
17481,.,-10.79206,35.75554,.
17482,.,-11.17032,34.99647,.
17483,.,-11.10879,34.64217,.
17484,.,-11.10879,34.64217,.
17485,.,-11.10879,34.64217,.
17486,.,-10.48161,35.68802,.
17487,.,-10.09876,35.90295,.
17488,.,-10.09876,35.90295,.
17489,.,-10.09876,35.90295,.
17490,.,-10.54808,36.32186,.
17491,.,-10.54808,36.32186,.
17492,.,-7.94042,35.06478,.
17493,.,-9.82216,34.45354,.
17494,.,-10.08423,34.57979,.
17495,.,-10.07859,34.65861,.
17496,.,-10.07859,34.65861,.
17497,.,-7.74167,35.69744,.
17498,.,-7.78743,33.40737,.
17499,.,-7.78743,33.40737,.
17500,.,-7.78743,33.40737,.
17501,.,-7.78743,33.40737,.
17502,.,-8.42501,33.02092,.
17503,.,-9.42749,33.9739,.
17504,.,-9.42749,33.9739,.
17505,.,-9.42749,33.9739,.
17506,.,-9.42749,33.9739,.
17507,.,-9.63818,33.96001,.
17508,.,-9.15959,33.83051,.
17509,.,-9.16791,33.5433,.
17510,.,-9.16791,33.5433,.
17511,.,-9.16791,33.5433,.
17512,.,-9.16791,33.5433,.
17513,.,-8.89052,33.02123,.
17514,.,-8.89052,33.02123,.
17515,.,-8.89052,33.02123,.
17516,.,-8.89052,33.02123,.
17517,.,-8.88663,33.13468,.
17518,.,-8.88663,33.13468,.
17519,.,-4.22923,34.42704,.
17520,.,-4.22923,34.42704,.
17521,.,-5.5666,34.66801,.
17522,.,-5.95234,34.06207,.
17523,.,-5.95234,34.06207,.
17524,.,-4.92398,34.70409,.
17525,.,-4.92398,34.70409,.
17526,.,-4.92398,34.70409,.
17527,.,-4.23443,33.17461,.
17528,.,-4.38972,33.22707,.
17529,.,-4.14498,33.98512,.
17530,.,-4.09812,33.93004,.
17531,.,-4.09812,33.93004,.
17532,.,-4.09812,33.93004,.
17533,.,-4.09812,33.93004,.
17534,.,-4.09812,33.93004,.
17535,.,-4.55692,33.43841,.
17536,.,-4.96519,33.5119,.
17537,.,-4.25815,32.54366,.
17538,.,-4.57707,32.15588,.
17539,.,-4.57707,32.15588,.
17540,.,-6.34859,33.8467,.
17541,.,-6.34859,33.8467,.
17542,.,-5.36029,32.71774,.
17543,.,-6.35252,31.29021,.
17544,.,-6.35252,31.29021,.
17545,.,-6.35252,31.29021,.
17546,.,-6.35252,31.29021,.
17547,.,-6.35252,31.29021,.
17548,.,-5.53772,30.34239,.
17549,.,-5.53772,30.34239,.
17550,.,-5.53772,30.34239,.
17551,.,-5.53772,30.34239,.
17552,.,-5.53772,30.34239,.
17553,.,-6.33328,31.07754,.
17554,.,-8.72443,31.96701,.
17555,.,-8.72443,31.96701,.
17556,.,-7.65728,31.57944,.
17557,.,-7.81785,31.77559,.
17558,.,-7.64023,31.01597,.
17559,.,-7.64023,31.01597,.
17560,.,-7.37151,30.62583,.
17561,.,-7.9422,31.70183,.
17562,.,-3.78007,30.4384,.
17563,.,-3.78007,30.4384,.
17564,.,-4.20028,30.5036,.
17565,.,-2.8971,34.13229,.
17566,.,-3.3538,32.42792,.
17567,.,-3.3538,32.42792,.
17568,.,-4.08606,32.23715,.
17569,.,-4.08606,32.23715,.
17570,.,-3.7766,32.15614,.
17571,.,-3.43569,31.83886,.
17572,.,-3.58491,34.19259,.
17573,.,-3.83764,33.7,.
17574,.,-3.83764,33.7,.
17575,.,-1.21301,31.46395,.
17576,.,-3.15146,31.89575,.
17577,.,-2.01701,32.86828,.
17578,.,-2.57535,33.03422,.
17579,.,-3.31978,32.97354,.
17580,.,-2.63061,31.96993,.
17581,.,-2.80963,33.00349,.
17582,.,-2.42776,32.94541,.
17583,.,-1.70651,34.25982,.
17584,.,-1.70651,34.25982,.
17585,.,-1.56409,34.07376,.
17586,.,-2.03342,33.86883,.
17587,.,-2.03342,33.86883,.
17588,.,-1.93225,33.8546,.
17589,.,-3.57457,36.93854,.
17590,.,-6.41226,39.54842,.
17591,.,-5.08575,35.85439,.
17592,.,-6.45662,36.72286,.
17593,.,-6.45662,36.72286,.
17594,.,-6.61401,36.50866,.
17595,.,-6.61401,36.50866,.
17596,.,-6.61401,36.50866,.
17597,.,-6.61401,36.50866,.
17598,.,-6.17725,36.47575,.
17599,.,-6.39156,35.89621,.
17600,.,-6.39156,35.89621,.
17601,.,-6.37526,35.64825,.
17602,.,-6.37526,35.64825,.
17603,.,-6.37526,35.64825,.
17604,.,-6.37526,35.64825,.
17605,.,-5.99373,35.85198,.
17606,.,-5.99373,35.85198,.
17607,.,-5.99373,35.85198,.
17608,.,-5.94781,35.91746,.
17609,.,-6.05863,35.52204,.
17610,.,-2.99639,36.01396,.
17611,.,-3.4244,36.8397,.
17612,.,-3.48032,36.70207,.
17613,.,-3.37219,35.70721,.
17614,.,-2.14105,35.74726,.
17615,.,-3.19666,37.61538,.
17616,.,-3.11116,37.59644,.
17617,.,-3.64001,37.65588,.
17618,.,-3.78653,37.71141,.
17619,.,-3.26311,37.57699,.
17620,.,-3.26311,37.57699,.
17621,.,-3.33002,37.38288,.
17622,.,-3.33002,37.38288,.
17623,.,-3.30996,37.47369,.
17624,.,-3.30996,37.47369,.
17625,.,-3.30996,37.47369,.
17626,.,-3.20541,37.18751,.
17627,.,-3.31003,37.06694,.
17628,.,-3.31003,37.06694,.
17629,.,-3.32549,37.1601,.
17630,.,-4.70836,38.64593,.
17631,.,-4.70836,38.64593,.
17632,.,-5.02784,38.56097,.
17633,.,-5.17263,38.47192,.
17634,.,-4.98131,38.50667,.
17635,.,-4.98131,38.50667,.
17636,.,-4.98131,38.50667,.
17637,.,-4.98131,38.50667,.
17638,.,-4.98131,38.50667,.
17639,.,-4.98131,38.50667,.
17640,.,-4.98131,38.50667,.
17641,.,-4.98131,38.50667,.
17642,.,-5.07731,38.59898,.
17643,.,-5.07731,38.59898,.
17644,.,-5.2367,38.69999,.
17645,.,-5.2367,38.69999,.
17646,.,-4.99453,39.08352,.
17647,.,-4.99453,39.08352,.
17648,.,-4.99453,39.08352,.
17649,.,-4.99453,39.08352,.
17650,.,-5.72716,38.18618,.
17651,.,-5.63383,38.40159,.
17652,.,-5.63383,38.40159,.
17653,.,-5.42298,37.9864,.
17654,.,-5.42298,37.9864,.
17655,.,-5.49977,37.55692,.
17656,.,-6.91555,37.84035,.
17657,.,-6.91555,37.84035,.
17658,.,-8.10367,36.50537,.
17659,.,-8.66419,36.72074,.
17660,.,-8.73648,36.72077,.
17661,.,-6.87541,37.59038,.
17662,.,-6.18398,37.71068,.
17663,.,-6.18398,37.71068,.
17664,.,-5.9564,37.66168,.
17665,.,-5.9564,37.66168,.
17666,.,-5.9564,37.66168,.
17667,.,-7.18549,37.55981,.
17668,.,-7.18549,37.55981,.
17669,.,-7.18549,37.55981,.
17670,.,-6.631,38.34793,.
17671,.,-6.9292,38.72658,.
17672,.,-7.42397,39.10071,.
17673,.,-8.06122,39.15125,.
17674,.,-8.12542,39.21822,.
17675,.,-8.12542,39.21822,.
17676,.,-6.78299,39.25127,.
17677,.,-6.75428,39.07978,.
17678,.,-6.87904,39.17003,.
17679,.,-6.87904,39.17003,.
17680,.,-8.57616,39.2325,.
17681,.,-8.74723,39.4152,.
17682,.,-10.2345,39.28193,.
17683,.,-10.2345,39.28193,.
17684,.,-10.11432,39.24439,.
17685,.,-10.11432,39.24439,.
17686,.,-9.80098,37.89751,.
17687,.,-10.22432,37.87676,.
17688,.,-9.59512,37.4031,.
17689,.,-9.59512,37.4031,.
17690,.,-9.80361,37.98105,.
17691,.,-10.07181,38.93771,.
17692,.,-10.02512,38.89016,.
17693,.,-10.4334,39.77963,.
17694,.,-10.72779,39.40541,.
17695,.,-10.72779,39.40541,.
17696,.,-10.72779,39.40541,.
17697,.,-10.57839,39.36464,.
17698,.,-10.57839,39.36464,.
17699,.,-10.83349,39.38815,.
17700,.,-10.83349,39.38815,.
17701,.,-10.56733,38.92812,.
17702,.,-10.56733,38.92812,.
17703,.,-10.56733,38.92812,.
17704,.,-10.7963,39.517,.
17705,.,-10.97143,37.39885,.
17706,.,-11.02628,37.36247,.
17707,.,-11.06224,37.30518,.
17708,.,-11.06224,37.30518,.
17709,.,-11.06224,37.30518,.
17710,.,-11.06224,37.30518,.
17711,.,-11.07245,37.31925,.
17712,.,-11.01194,37.26911,.
17713,.,-11.01194,37.26911,.
17714,.,-11.49701,35.60763,.
17715,.,-11.49701,35.60763,.
17716,.,-11.49701,35.60763,.
17717,.,-11.49701,35.60763,.
17718,.,-10.56993,35.35346,.
17719,.,-10.56993,35.35346,.
17720,.,-10.56993,35.35346,.
17721,.,-10.56993,35.35346,.
17722,.,-10.56993,35.35346,.
17723,.,-10.79206,35.75554,.
17724,.,-10.79206,35.75554,.
17725,.,-11.17032,34.99647,.
17726,.,-11.17032,34.99647,.
17727,.,-11.17032,34.99647,.
17728,.,-11.10879,34.64217,.
17729,.,-11.10879,34.64217,.
17730,.,-11.10879,34.64217,.
17731,.,-10.48161,35.68802,.
17732,.,-10.48161,35.68802,.
17733,.,-10.48161,35.68802,.
17734,.,-10.09876,35.90295,.
17735,.,-10.09876,35.90295,.
17736,.,-8.55092,34.83927,.
17737,.,-8.40263,34.74558,.
17738,.,-8.40263,34.74558,.
17739,.,-8.40263,34.74558,.
17740,.,-8.97687,33.9532,.
17741,.,-8.97687,33.9532,.
17742,.,-9.82216,34.45354,.
17743,.,-9.82216,34.45354,.
17744,.,-7.74167,35.69744,.
17745,.,-7.51307,36.44244,.
17746,.,-7.78743,33.40737,.
17747,.,-7.78743,33.40737,.
17748,.,-7.78743,33.40737,.
17749,.,-8.44556,33.1464,.
