id,Lat,Lon,HarvestYear,Source,YieldTonHa,MWMT,MCMT,MAT,MAP,Potassium_g_kg_0-20_m,Nitrogen_g_kg_0-20_m,Phosphorus_g_kg_0-20_m,OrganicCarbon_g_kg_0-20_m,irr
57101,-13.9666666666667,33.65,2017,Corbeels2020,3.247,24.2,18.0,21.4,910,47,75,22,26,0.0
57103,-13.9666666666667,33.65,2017,Corbeels2020,3.247,24.2,18.0,21.4,910,47,75,22,26,0.0
57105,-13.9666666666667,33.65,2017,Corbeels2020,3.247,24.2,18.0,21.4,910,47,75,22,26,0.0
57827,-13.9666666666667,33.65,2017,Corbeels2020,5.584,24.2,18.0,21.4,910,47,75,22,26,0.0
57829,-13.9666666666667,33.65,2017,Corbeels2020,8.247,24.2,18.0,21.4,910,47,75,22,26,0.0
57831,-13.9666666666667,33.65,2017,Corbeels2020,5.877,24.2,18.0,21.4,910,47,75,22,26,0.0
57959,-1.9102055,30.5046693,2017,Niche_trial,5.587301587,21.8,19.3,20.6,1108,51,92,22,27,0.0
57960,-1.9102055,30.5046693,2017,Niche_trial,5.663492063,21.8,19.3,20.6,1108,51,92,22,27,0.0
57961,-1.9102055,30.5046693,2017,Niche_trial,6.196825397,21.8,19.3,20.6,1108,51,92,22,27,0.0
57962,-1.9102055,30.5046693,2017,Niche_trial,6.907936508,21.8,19.3,20.6,1108,51,92,22,27,0.0
57963,-1.9102055,30.5046693,2017,Niche_trial,5.587301587,21.8,19.3,20.6,1108,51,92,22,27,0.0
57964,-1.9102055,30.5046693,2017,Niche_trial,6.120634921,21.8,19.3,20.6,1108,51,92,22,27,0.0
57965,-1.9102055,30.5046693,2017,Niche_trial,6.450793651,21.8,19.3,20.6,1108,51,92,22,27,0.0
57966,-1.9102055,30.5046693,2017,Niche_trial,6.653968254,21.8,19.3,20.6,1108,51,92,22,27,0.0
57967,-1.9102055,30.5046693,2017,Niche_trial,5.282539683,21.8,19.3,20.6,1108,51,92,22,27,0.0
57968,-1.9102055,30.5046693,2017,Niche_trial,5.358730159,21.8,19.3,20.6,1108,51,92,22,27,0.0
57969,-1.9102055,30.5046693,2017,Niche_trial,5.765079365,21.8,19.3,20.6,1108,51,92,22,27,0.0
57970,-1.9102055,30.5046693,2017,Niche_trial,5.841269841,21.8,19.3,20.6,1108,51,92,22,27,0.0
57971,-1.9102055,30.5046693,2017,Niche_trial,5.663492063,21.8,19.3,20.6,1108,51,92,22,27,0.0
57972,-1.9102055,30.5046693,2017,Niche_trial,5.663492063,21.8,19.3,20.6,1108,51,92,22,27,0.0
57973,-1.9102055,30.5046693,2017,Niche_trial,5.79047619,21.8,19.3,20.6,1108,51,92,22,27,0.0
57974,-1.9102055,30.5046693,2017,Niche_trial,6.603174603,21.8,19.3,20.6,1108,51,92,22,27,0.0
57975,-1.9102055,30.5046693,2017,Niche_trial,4.546031746,21.8,19.3,20.6,1108,51,92,22,27,0.0
57976,-1.9102055,30.5046693,2017,Niche_trial,4.901587302,21.8,19.3,20.6,1108,51,92,22,27,0.0
57977,-1.9102055,30.5046693,2017,Niche_trial,6.044444444,21.8,19.3,20.6,1108,51,92,22,27,0.0
57978,-1.9102055,30.5046693,2017,Niche_trial,6.095238095,21.8,19.3,20.6,1108,51,92,22,27,0.0
57979,-1.9102055,30.5046693,2017,Niche_trial,5.231746032,21.8,19.3,20.6,1108,51,92,22,27,0.0
57980,-1.9102055,30.5046693,2017,Niche_trial,5.866666667,21.8,19.3,20.6,1108,51,92,22,27,0.0
57981,-1.9102055,30.5046693,2017,Niche_trial,5.866666667,21.8,19.3,20.6,1108,51,92,22,27,0.0
57982,-1.9102055,30.5046693,2017,Niche_trial,6.323809524,21.8,19.3,20.6,1108,51,92,22,27,0.0
57983,-1.9102055,30.5046693,2017,Niche_trial,5.612698413,21.8,19.3,20.6,1108,51,92,22,27,0.0
57984,-1.9102055,30.5046693,2017,Niche_trial,5.73968254,21.8,19.3,20.6,1108,51,92,22,27,0.0
57985,-1.9102055,30.5046693,2017,Niche_trial,5.892063492,21.8,19.3,20.6,1108,51,92,22,27,0.0
57986,-1.9102055,30.5046693,2017,Niche_trial,6.653968254,21.8,19.3,20.6,1108,51,92,22,27,0.0
57987,-1.9102055,30.5046693,2017,Niche_trial,5.500952381,21.8,19.3,20.6,1108,51,92,22,27,0.0
57988,-1.9102055,30.5046693,2017,Niche_trial,6.06984127,21.8,19.3,20.6,1108,51,92,22,27,0.0
57989,-1.9102055,30.5046693,2017,Niche_trial,6.222222222,21.8,19.3,20.6,1108,51,92,22,27,0.0
57990,-1.9102055,30.5046693,2017,Niche_trial,6.273015873,21.8,19.3,20.6,1108,51,92,22,27,0.0
57991,-1.9102055,30.5046693,2017,Niche_trial,4.749206349,21.8,19.3,20.6,1108,51,92,22,27,0.0
57992,-1.9102055,30.5046693,2017,Niche_trial,6.704761905,21.8,19.3,20.6,1108,51,92,22,27,0.0
57993,-1.9102055,30.5046693,2017,Niche_trial,7.00952381,21.8,19.3,20.6,1108,51,92,22,27,0.0
57994,-1.9102055,30.5046693,2017,Niche_trial,7.136507937,21.8,19.3,20.6,1108,51,92,22,27,0.0
57995,-1.9102055,30.5046693,2017,Niche_trial,6.120634921,21.8,19.3,20.6,1108,51,92,22,27,0.0
57996,-1.9102055,30.5046693,2017,Niche_trial,6.222222222,21.8,19.3,20.6,1108,51,92,22,27,0.0
57997,-1.9102055,30.5046693,2017,Niche_trial,6.476190476,21.8,19.3,20.6,1108,51,92,22,27,0.0
57998,-1.9102055,30.5046693,2017,Niche_trial,6.501587302,21.8,19.3,20.6,1108,51,92,22,27,0.0
57999,-1.9102055,30.5046693,2017,Niche_trial,6.019047619,21.8,19.3,20.6,1108,51,92,22,27,0.0
58000,-1.9102055,30.5046693,2017,Niche_trial,6.247619048,21.8,19.3,20.6,1108,51,92,22,27,0.0
58001,-1.9102055,30.5046693,2017,Niche_trial,6.73015873,21.8,19.3,20.6,1108,51,92,22,27,0.0
58002,-1.9102055,30.5046693,2017,Niche_trial,6.933333333,21.8,19.3,20.6,1108,51,92,22,27,0.0
58003,-1.9102055,30.5046693,2017,Niche_trial,5.714285714,21.8,19.3,20.6,1108,51,92,22,27,0.0
58004,-1.9102055,30.5046693,2017,Niche_trial,5.815873016,21.8,19.3,20.6,1108,51,92,22,27,0.0
58005,-1.9102055,30.5046693,2017,Niche_trial,6.120634921,21.8,19.3,20.6,1108,51,92,22,27,0.0
58006,-1.9102055,30.5046693,2017,Niche_trial,6.780952381,21.8,19.3,20.6,1108,51,92,22,27,0.0
58007,-1.9102055,30.5046693,2017,Niche_trial,5.46031746,21.8,19.3,20.6,1108,51,92,22,27,0.0
58008,-1.9102055,30.5046693,2017,Niche_trial,5.511111111,21.8,19.3,20.6,1108,51,92,22,27,0.0
58009,-1.9102055,30.5046693,2017,Niche_trial,5.663492063,21.8,19.3,20.6,1108,51,92,22,27,0.0
58010,-1.9102055,30.5046693,2017,Niche_trial,7.415873016,21.8,19.3,20.6,1108,51,92,22,27,0.0
58011,-1.9102055,30.5046693,2017,Niche_trial,5.892063492,21.8,19.3,20.6,1108,51,92,22,27,0.0
58012,-1.9102055,30.5046693,2017,Niche_trial,6.06984127,21.8,19.3,20.6,1108,51,92,22,27,0.0
58013,-1.9102055,30.5046693,2017,Niche_trial,6.526984127,21.8,19.3,20.6,1108,51,92,22,27,0.0
58014,-1.9102055,30.5046693,2017,Niche_trial,6.984126984,21.8,19.3,20.6,1108,51,92,22,27,0.0
58015,-1.9102055,30.5046693,2017,Niche_trial,5.485714286,21.8,19.3,20.6,1108,51,92,22,27,0.0
58016,-1.9102055,30.5046693,2017,Niche_trial,5.841269841,21.8,19.3,20.6,1108,51,92,22,27,0.0
58017,-1.9102055,30.5046693,2017,Niche_trial,6.095238095,21.8,19.3,20.6,1108,51,92,22,27,0.0
58018,-1.9102055,30.5046693,2017,Niche_trial,6.273015873,21.8,19.3,20.6,1108,51,92,22,27,0.0
58019,-1.9102055,30.5046693,2017,Niche_trial,4.952380952,21.8,19.3,20.6,1108,51,92,22,27,0.0
58020,-1.9102055,30.5046693,2017,Niche_trial,5.053968254,21.8,19.3,20.6,1108,51,92,22,27,0.0
58021,-1.9102055,30.5046693,2017,Niche_trial,5.663492063,21.8,19.3,20.6,1108,51,92,22,27,0.0
58022,-1.9102055,30.5046693,2017,Niche_trial,5.841269841,21.8,19.3,20.6,1108,51,92,22,27,0.0
58023,-2.0597033,29.407312,2017,Niche_trial,6.95,21.2,18.5,19.4,1301,49,87,26,28,0.0
58024,-2.0597033,29.407312,2017,Niche_trial,7.1,21.2,18.5,19.4,1301,49,87,26,28,0.0
58025,-2.0597033,29.407312,2017,Niche_trial,7.34,21.2,18.5,19.4,1301,49,87,26,28,0.0
58026,-2.0597033,29.407312,2017,Niche_trial,8.69,21.2,18.5,19.4,1301,49,87,26,28,0.0
58027,-2.0597033,29.407312,2017,Niche_trial,9.34,21.2,18.5,19.4,1301,49,87,26,28,0.0
58028,-2.0597033,29.407312,2017,Niche_trial,10.15,21.2,18.5,19.4,1301,49,87,26,28,0.0
58029,-2.0597033,29.407312,2017,Niche_trial,4.83,21.2,18.5,19.4,1301,49,87,26,28,0.0
58030,-2.0597033,29.407312,2017,Niche_trial,6.52,21.2,18.5,19.4,1301,49,87,26,28,0.0
58031,-2.0597033,29.407312,2017,Niche_trial,6.55,21.2,18.5,19.4,1301,49,87,26,28,0.0
58032,-2.0597033,29.407312,2017,Niche_trial,6.63,21.2,18.5,19.4,1301,49,87,26,28,0.0
58033,-2.0597033,29.407312,2017,Niche_trial,7.04,21.2,18.5,19.4,1301,49,87,26,28,0.0
58034,-2.0597033,29.407312,2017,Niche_trial,8.9,21.2,18.5,19.4,1301,49,87,26,28,0.0
58035,-2.0597033,29.407312,2017,Niche_trial,4.39,21.2,18.5,19.4,1301,49,87,26,28,0.0
58036,-2.0597033,29.407312,2017,Niche_trial,4.59,21.2,18.5,19.4,1301,49,87,26,28,0.0
58037,-2.0597033,29.407312,2017,Niche_trial,6.14,21.2,18.5,19.4,1301,49,87,26,28,0.0
58038,-2.0597033,29.407312,2017,Niche_trial,7.85,21.2,18.5,19.4,1301,49,87,26,28,0.0
58039,-2.0597033,29.407312,2017,Niche_trial,8.08,21.2,18.5,19.4,1301,49,87,26,28,0.0
58040,-2.0597033,29.407312,2017,Niche_trial,8.7,21.2,18.5,19.4,1301,49,87,26,28,0.0
58041,-2.0597033,29.407312,2017,Niche_trial,5.0,21.2,18.5,19.4,1301,49,87,26,28,0.0
58042,-2.0597033,29.407312,2017,Niche_trial,6.06,21.2,18.5,19.4,1301,49,87,26,28,0.0
58043,-2.0597033,29.407312,2017,Niche_trial,6.99,21.2,18.5,19.4,1301,49,87,26,28,0.0
58044,-2.0597033,29.407312,2017,Niche_trial,8.05,21.2,18.5,19.4,1301,49,87,26,28,0.0
58045,-2.0597033,29.407312,2017,Niche_trial,8.14,21.2,18.5,19.4,1301,49,87,26,28,0.0
58046,-2.0597033,29.407312,2017,Niche_trial,10.18,21.2,18.5,19.4,1301,49,87,26,28,0.0
58047,-2.0597033,29.407312,2017,Niche_trial,6.22,21.2,18.5,19.4,1301,49,87,26,28,0.0
58048,-2.0597033,29.407312,2017,Niche_trial,8.27,21.2,18.5,19.4,1301,49,87,26,28,0.0
58049,-2.0597033,29.407312,2017,Niche_trial,8.29,21.2,18.5,19.4,1301,49,87,26,28,0.0
58050,-2.0597033,29.407312,2017,Niche_trial,8.99,21.2,18.5,19.4,1301,49,87,26,28,0.0
58051,-2.0597033,29.407312,2017,Niche_trial,10.06,21.2,18.5,19.4,1301,49,87,26,28,0.0
58052,-2.0597033,29.407312,2017,Niche_trial,4.43,21.2,18.5,19.4,1301,49,87,26,28,0.0
58053,-2.0597033,29.407312,2017,Niche_trial,5.09,21.2,18.5,19.4,1301,49,87,26,28,0.0
58054,-2.0597033,29.407312,2017,Niche_trial,5.21,21.2,18.5,19.4,1301,49,87,26,28,0.0
58055,-2.0597033,29.407312,2017,Niche_trial,5.33,21.2,18.5,19.4,1301,49,87,26,28,0.0
58056,-2.0597033,29.407312,2017,Niche_trial,6.1,21.2,18.5,19.4,1301,49,87,26,28,0.0
58057,-2.0597033,29.407312,2017,Niche_trial,7.22,21.2,18.5,19.4,1301,49,87,26,28,0.0
58058,-2.0597033,29.407312,2017,Niche_trial,4.91,21.2,18.5,19.4,1301,49,87,26,28,0.0
58059,-2.0597033,29.407312,2017,Niche_trial,5.5,21.2,18.5,19.4,1301,49,87,26,28,0.0
58060,-2.0597033,29.407312,2017,Niche_trial,5.79,21.2,18.5,19.4,1301,49,87,26,28,0.0
58061,-2.0597033,29.407312,2017,Niche_trial,6.25,21.2,18.5,19.4,1301,49,87,26,28,0.0
58062,-2.0597033,29.407312,2017,Niche_trial,6.89,21.2,18.5,19.4,1301,49,87,26,28,0.0
58063,-2.0597033,29.407312,2017,Niche_trial,7.3,21.2,18.5,19.4,1301,49,87,26,28,0.0
58064,-2.0597033,29.407312,2017,Niche_trial,4.86,21.2,18.5,19.4,1301,49,87,26,28,0.0
58065,-2.0597033,29.407312,2017,Niche_trial,5.99,21.2,18.5,19.4,1301,49,87,26,28,0.0
58066,-2.0597033,29.407312,2017,Niche_trial,6.48,21.2,18.5,19.4,1301,49,87,26,28,0.0
58067,-2.0597033,29.407312,2017,Niche_trial,6.58,21.2,18.5,19.4,1301,49,87,26,28,0.0
58068,-2.0597033,29.407312,2017,Niche_trial,7.07,21.2,18.5,19.4,1301,49,87,26,28,0.0
58069,-2.0597033,29.407312,2017,Niche_trial,8.21,21.2,18.5,19.4,1301,49,87,26,28,0.0
58070,-2.0597033,29.407312,2017,Niche_trial,7.15,21.2,18.5,19.4,1301,49,87,26,28,0.0
58071,-2.0597033,29.407312,2017,Niche_trial,7.15,21.2,18.5,19.4,1301,49,87,26,28,0.0
58072,-2.0597033,29.407312,2017,Niche_trial,8.06,21.2,18.5,19.4,1301,49,87,26,28,0.0
58073,-2.0597033,29.407312,2017,Niche_trial,8.11,21.2,18.5,19.4,1301,49,87,26,28,0.0
58074,-2.0597033,29.407312,2017,Niche_trial,8.38,21.2,18.5,19.4,1301,49,87,26,28,0.0
58075,-2.0597033,29.407312,2017,Niche_trial,8.93,21.2,18.5,19.4,1301,49,87,26,28,0.0
58076,-2.0597033,29.407312,2017,Niche_trial,6.55,21.2,18.5,19.4,1301,49,87,26,28,0.0
58077,-2.0597033,29.407312,2017,Niche_trial,6.58,21.2,18.5,19.4,1301,49,87,26,28,0.0
58078,-2.0597033,29.407312,2017,Niche_trial,8.27,21.2,18.5,19.4,1301,49,87,26,28,0.0
58079,-2.0597033,29.407312,2017,Niche_trial,8.29,21.2,18.5,19.4,1301,49,87,26,28,0.0
58080,-2.0597033,29.407312,2017,Niche_trial,9.87,21.2,18.5,19.4,1301,49,87,26,28,0.0
58081,-2.0597033,29.407312,2017,Niche_trial,10.32,21.2,18.5,19.4,1301,49,87,26,28,0.0
58082,-1.9102055,30.5046693,2017,Niche_trial,3.712,21.8,19.3,20.6,1108,51,92,22,27,0.0
58083,-1.9102055,30.5046693,2017,Niche_trial,6.858971429,21.8,19.3,20.6,1108,51,92,22,27,0.0
58084,-1.9102055,30.5046693,2017,Niche_trial,7.310933333,21.8,19.3,20.6,1108,51,92,22,27,0.0
58085,-1.9102055,30.5046693,2017,Niche_trial,8.450742857,21.8,19.3,20.6,1108,51,92,22,27,0.0
58086,-1.9102055,30.5046693,2017,Niche_trial,2.197333333,21.8,19.3,20.6,1108,51,92,22,27,0.0
58087,-1.9102055,30.5046693,2017,Niche_trial,5.6064,21.8,19.3,20.6,1108,51,92,22,27,0.0
58088,-1.9102055,30.5046693,2017,Niche_trial,6.259809524,21.8,19.3,20.6,1108,51,92,22,27,0.0
58089,-1.9102055,30.5046693,2017,Niche_trial,8.401371429,21.8,19.3,20.6,1108,51,92,22,27,0.0
58090,-1.9102055,30.5046693,2017,Niche_trial,3.748571429,21.8,19.3,20.6,1108,51,92,22,27,0.0
58091,-1.9102055,30.5046693,2017,Niche_trial,6.858971429,21.8,19.3,20.6,1108,51,92,22,27,0.0
58092,-1.9102055,30.5046693,2017,Niche_trial,8.506666667,21.8,19.3,20.6,1108,51,92,22,27,0.0
58093,-1.9102055,30.5046693,2017,Niche_trial,9.348114286,21.8,19.3,20.6,1108,51,92,22,27,0.0
58094,-1.9102055,30.5046693,2017,Niche_trial,3.054628571,21.8,19.3,20.6,1108,51,92,22,27,0.0
58095,-1.9102055,30.5046693,2017,Niche_trial,5.91207619,21.8,19.3,20.6,1108,51,92,22,27,0.0
58096,-1.9102055,30.5046693,2017,Niche_trial,8.16,21.8,19.3,20.6,1108,51,92,22,27,0.0
58097,-1.9102055,30.5046693,2017,Niche_trial,8.797866667,21.8,19.3,20.6,1108,51,92,22,27,0.0
58098,-1.9102055,30.5046693,2017,Niche_trial,3.2928,21.8,19.3,20.6,1108,51,92,22,27,0.0
58099,-1.9102055,30.5046693,2017,Niche_trial,7.455238095,21.8,19.3,20.6,1108,51,92,22,27,0.0
58100,-1.9102055,30.5046693,2017,Niche_trial,8.0512,21.8,19.3,20.6,1108,51,92,22,27,0.0
58101,-1.9102055,30.5046693,2017,Niche_trial,8.051657143,21.8,19.3,20.6,1108,51,92,22,27,0.0
58102,-1.9102055,30.5046693,2017,Niche_trial,3.521142857,21.8,19.3,20.6,1108,51,92,22,27,0.0
58103,-1.9102055,30.5046693,2017,Niche_trial,6.832152381,21.8,19.3,20.6,1108,51,92,22,27,0.0
58104,-1.9102055,30.5046693,2017,Niche_trial,8.185295238,21.8,19.3,20.6,1108,51,92,22,27,0.0
58105,-1.9102055,30.5046693,2017,Niche_trial,8.229638095,21.8,19.3,20.6,1108,51,92,22,27,0.0
58106,-1.9102055,30.5046693,2017,Niche_trial,3.811733333,21.8,19.3,20.6,1108,51,92,22,27,0.0
58107,-1.9102055,30.5046693,2017,Niche_trial,7.900952381,21.8,19.3,20.6,1108,51,92,22,27,0.0
58108,-1.9102055,30.5046693,2017,Niche_trial,8.277942857,21.8,19.3,20.6,1108,51,92,22,27,0.0
58109,-1.9102055,30.5046693,2017,Niche_trial,9.555504762,21.8,19.3,20.6,1108,51,92,22,27,0.0
58110,-1.9102055,30.5046693,2017,Niche_trial,4.9008,21.8,19.3,20.6,1108,51,92,22,27,0.0
58111,-1.9102055,30.5046693,2017,Niche_trial,6.905142857,21.8,19.3,20.6,1108,51,92,22,27,0.0
58112,-1.9102055,30.5046693,2017,Niche_trial,8.090209524,21.8,19.3,20.6,1108,51,92,22,27,0.0
58113,-1.9102055,30.5046693,2017,Niche_trial,8.549485714,21.8,19.3,20.6,1108,51,92,22,27,0.0
58114,-1.9102055,30.5046693,2017,Niche_trial,3.927619048,21.8,19.3,20.6,1108,51,92,22,27,0.0
58115,-1.9102055,30.5046693,2017,Niche_trial,6.472533333,21.8,19.3,20.6,1108,51,92,22,27,0.0
58116,-1.9102055,30.5046693,2017,Niche_trial,6.925714286,21.8,19.3,20.6,1108,51,92,22,27,0.0
58117,-1.9102055,30.5046693,2017,Niche_trial,7.957942857,21.8,19.3,20.6,1108,51,92,22,27,0.0
58118,-2.0597033,29.407312,2017,Niche_trial,0.908609524,21.2,18.5,19.4,1301,49,87,26,28,0.0
58119,-2.0597033,29.407312,2017,Niche_trial,1.207974603,21.2,18.5,19.4,1301,49,87,26,28,0.0
58120,-2.0597033,29.407312,2017,Niche_trial,1.3616,21.2,18.5,19.4,1301,49,87,26,28,0.0
58121,-2.0597033,29.407312,2017,Niche_trial,1.440019048,21.2,18.5,19.4,1301,49,87,26,28,0.0
58122,-2.0597033,29.407312,2017,Niche_trial,1.441406349,21.2,18.5,19.4,1301,49,87,26,28,0.0
58123,-2.0597033,29.407312,2017,Niche_trial,1.5962,21.2,18.5,19.4,1301,49,87,26,28,0.0
58124,-2.0597033,29.407312,2017,Niche_trial,0.912114286,21.2,18.5,19.4,1301,49,87,26,28,0.0
58125,-2.0597033,29.407312,2017,Niche_trial,0.985276191,21.2,18.5,19.4,1301,49,87,26,28,0.0
58126,-2.0597033,29.407312,2017,Niche_trial,0.989073016,21.2,18.5,19.4,1301,49,87,26,28,0.0
58127,-2.0597033,29.407312,2017,Niche_trial,0.989073016,21.2,18.5,19.4,1301,49,87,26,28,0.0
58128,-2.0597033,29.407312,2017,Niche_trial,1.063111111,21.2,18.5,19.4,1301,49,87,26,28,0.0
58129,-2.0597033,29.407312,2017,Niche_trial,1.278507937,21.2,18.5,19.4,1301,49,87,26,28,0.0
58130,-2.0597033,29.407312,2017,Niche_trial,1.498826032,21.2,18.5,19.4,1301,49,87,26,28,0.0
58131,-2.0597033,29.407312,2017,Niche_trial,1.810209524,21.2,18.5,19.4,1301,49,87,26,28,0.0
58132,-2.0597033,29.407312,2017,Niche_trial,2.046342857,21.2,18.5,19.4,1301,49,87,26,28,0.0
58133,-2.0597033,29.407312,2017,Niche_trial,2.172514286,21.2,18.5,19.4,1301,49,87,26,28,0.0
58134,-2.0597033,29.407312,2017,Niche_trial,2.206393651,21.2,18.5,19.4,1301,49,87,26,28,0.0
58135,-2.0597033,29.407312,2017,Niche_trial,2.249619048,21.2,18.5,19.4,1301,49,87,26,28,0.0
58136,-2.0597033,29.407312,2017,Niche_trial,1.293403175,21.2,18.5,19.4,1301,49,87,26,28,0.0
58137,-2.0597033,29.407312,2017,Niche_trial,1.294644444,21.2,18.5,19.4,1301,49,87,26,28,0.0
58138,-2.0597033,29.407312,2017,Niche_trial,1.445568254,21.2,18.5,19.4,1301,49,87,26,28,0.0
58139,-2.0597033,29.407312,2017,Niche_trial,2.258380952,21.2,18.5,19.4,1301,49,87,26,28,0.0
58140,-2.0597033,29.407312,2017,Niche_trial,3.095434921,21.2,18.5,19.4,1301,49,87,26,28,0.0
58141,-2.0597033,29.407312,2017,Niche_trial,4.499238095,21.2,18.5,19.4,1301,49,87,26,28,0.0
58142,-2.0597033,29.407312,2017,Niche_trial,0.913866667,21.2,18.5,19.4,1301,49,87,26,28,0.0
58143,-2.0597033,29.407312,2017,Niche_trial,1.293403175,21.2,18.5,19.4,1301,49,87,26,28,0.0
58144,-2.0597033,29.407312,2017,Niche_trial,1.430307937,21.2,18.5,19.4,1301,49,87,26,28,0.0
58145,-2.0597033,29.407312,2017,Niche_trial,2.036485714,21.2,18.5,19.4,1301,49,87,26,28,0.0
58146,-2.0597033,29.407312,2017,Niche_trial,2.481809524,21.2,18.5,19.4,1301,49,87,26,28,0.0
58147,-2.0597033,29.407312,2017,Niche_trial,2.554533333,21.2,18.5,19.4,1301,49,87,26,28,0.0
58148,-2.0597033,29.407312,2017,Niche_trial,1.197460317,21.2,18.5,19.4,1301,49,87,26,28,0.0
58149,-2.0597033,29.407312,2017,Niche_trial,1.213815873,21.2,18.5,19.4,1301,49,87,26,28,0.0
58150,-2.0597033,29.407312,2017,Niche_trial,1.368171429,21.2,18.5,19.4,1301,49,87,26,28,0.0
58151,-2.0597033,29.407312,2017,Niche_trial,1.446955556,21.2,18.5,19.4,1301,49,87,26,28,0.0
58152,-2.0597033,29.407312,2017,Niche_trial,2.030571429,21.2,18.5,19.4,1301,49,87,26,28,0.0
58153,-2.0597033,29.407312,2017,Niche_trial,2.120088889,21.2,18.5,19.4,1301,49,87,26,28,0.0
58154,-2.0597033,29.407312,2017,Niche_trial,1.214984127,21.2,18.5,19.4,1301,49,87,26,28,0.0
58155,-2.0597033,29.407312,2017,Niche_trial,1.440019048,21.2,18.5,19.4,1301,49,87,26,28,0.0
58156,-2.0597033,29.407312,2017,Niche_trial,1.505587302,21.2,18.5,19.4,1301,49,87,26,28,0.0
58157,-2.0597033,29.407312,2017,Niche_trial,1.744860317,21.2,18.5,19.4,1301,49,87,26,28,0.0
58158,-2.0597033,29.407312,2017,Niche_trial,1.818971429,21.2,18.5,19.4,1301,49,87,26,28,0.0
58159,-2.0597033,29.407312,2017,Niche_trial,2.048314286,21.2,18.5,19.4,1301,49,87,26,28,0.0
58160,-2.0597033,29.407312,2017,Niche_trial,1.423371429,21.2,18.5,19.4,1301,49,87,26,28,0.0
58161,-2.0597033,29.407312,2017,Niche_trial,1.646507937,21.2,18.5,19.4,1301,49,87,26,28,0.0
58162,-2.0597033,29.407312,2017,Niche_trial,1.804952381,21.2,18.5,19.4,1301,49,87,26,28,0.0
58163,-2.0597033,29.407312,2017,Niche_trial,1.808457143,21.2,18.5,19.4,1301,49,87,26,28,0.0
58164,-2.0597033,29.407312,2017,Niche_trial,2.806949206,21.2,18.5,19.4,1301,49,87,26,28,0.0
58165,-2.0597033,29.407312,2017,Niche_trial,2.877263492,21.2,18.5,19.4,1301,49,87,26,28,0.0
61808,-1.5113,29.77043,2017,Niche_trial,5.28,19.9,17.0,18.5,1230,49,120,22,32,0.0
61809,-1.5113,29.77043,2017,Niche_trial,6.08,19.9,17.0,18.5,1230,49,120,22,32,0.0
61810,-1.5113,29.77043,2017,Niche_trial,5.92,19.9,17.0,18.5,1230,49,120,22,32,0.0
61811,-1.5113,29.77043,2017,Niche_trial,7.52,19.9,17.0,18.5,1230,49,120,22,32,0.0
61812,-1.5113,29.77043,2017,Niche_trial,1.44,19.9,17.0,18.5,1230,49,120,22,32,0.0
61813,-1.5113,29.77043,2017,Niche_trial,2.56,19.9,17.0,18.5,1230,49,120,22,32,0.0
61814,-1.5113,29.77043,2017,Niche_trial,2.88,19.9,17.0,18.5,1230,49,120,22,32,0.0
61815,-1.5113,29.77043,2017,Niche_trial,2.88,19.9,17.0,18.5,1230,49,120,22,32,0.0
61816,-1.5113,29.77043,2017,Niche_trial,3.52,19.9,17.0,18.5,1230,49,120,22,32,0.0
61817,-1.5113,29.77043,2017,Niche_trial,3.04,19.9,17.0,18.5,1230,49,120,22,32,0.0
61818,-1.5113,29.77043,2017,Niche_trial,4.16,19.9,17.0,18.5,1230,49,120,22,32,0.0
61819,-1.5113,29.77043,2017,Niche_trial,4.0,19.9,17.0,18.5,1230,49,120,22,32,0.0
61820,-1.5113,29.77043,2017,Niche_trial,4.16,19.9,17.0,18.5,1230,49,120,22,32,0.0
61821,-1.5113,29.77043,2017,Niche_trial,4.48,19.9,17.0,18.5,1230,49,120,22,32,0.0
61822,-1.5113,29.77043,2017,Niche_trial,4.0,19.9,17.0,18.5,1230,49,120,22,32,0.0
61823,-1.5113,29.77043,2017,Niche_trial,6.08,19.9,17.0,18.5,1230,49,120,22,32,0.0
61824,-1.5113,29.77043,2017,Niche_trial,5.44,19.9,17.0,18.5,1230,49,120,22,32,0.0
61825,-1.5113,29.77043,2017,Niche_trial,5.76,19.9,17.0,18.5,1230,49,120,22,32,0.0
61826,-1.5113,29.77043,2017,Niche_trial,5.92,19.9,17.0,18.5,1230,49,120,22,32,0.0
61827,-1.5113,29.77043,2017,Niche_trial,6.88,19.9,17.0,18.5,1230,49,120,22,32,0.0
61828,-1.5113,29.77043,2017,Niche_trial,7.2,19.9,17.0,18.5,1230,49,120,22,32,0.0
61829,-1.5113,29.77043,2017,Niche_trial,5.12,19.9,17.0,18.5,1230,49,120,22,32,0.0
61830,-1.5113,29.77043,2017,Niche_trial,5.92,19.9,17.0,18.5,1230,49,120,22,32,0.0
61831,-1.5113,29.77043,2017,Niche_trial,7.84,19.9,17.0,18.5,1230,49,120,22,32,0.0
61832,-1.5113,29.77043,2017,Niche_trial,5.76,19.9,17.0,18.5,1230,49,120,22,32,0.0
61833,-1.5113,29.77043,2017,Niche_trial,5.44,19.9,17.0,18.5,1230,49,120,22,32,0.0
61834,-1.5113,29.77043,2017,Niche_trial,4.48,19.9,17.0,18.5,1230,49,120,22,32,0.0
61835,-1.5113,29.77043,2017,Niche_trial,5.44,19.9,17.0,18.5,1230,49,120,22,32,0.0
