id,Lat,Lon,HarvestYear,Source,YieldTonHa
0,5.14203254737,7.37471602851,2011,LSMS_NGA2010,10.6666666666667
1,5.31524834074,7.4334346461,2011,LSMS_NGA2010,1.53048210186209
2,5.31524834074,7.4334346461,2011,LSMS_NGA2010,1.85919682697075
3,5.31524834074,7.4334346461,2011,LSMS_NGA2010,7.76531492666091
4,5.31524834074,7.4334346461,2011,LSMS_NGA2010,8.0296479308215
5,5.91892832509,7.42249845731,2011,LSMS_NGA2010,6.19101123595506
6,5.91892832509,7.42249845731,2011,LSMS_NGA2010,2.05415499533147
7,5.91892832509,7.42249845731,2011,LSMS_NGA2010,1.71438162374718
8,5.91892832509,7.42249845731,2011,LSMS_NGA2010,0.63276576161988
9,5.38520298007,7.5278870437,2011,LSMS_NGA2010,1.60918433077076
10,5.38520298007,7.5278870437,2011,LSMS_NGA2010,2.00578128644225
11,5.38520298007,7.5278870437,2011,LSMS_NGA2010,0.925233644859813
12,5.69861467033,7.51949932817,2011,LSMS_NGA2010,1.37190484881669
13,5.69861467033,7.51949932817,2011,LSMS_NGA2010,1.40559071729958
14,9.68199592163,11.8269506538,2011,LSMS_NGA2010,0.580012760280726
15,6.16779029063,7.00668904073,2011,LSMS_NGA2010,4.06779661016949
16,6.29487701088,7.06416881346,2011,LSMS_NGA2010,6.66222518321119
17,6.29487701088,7.06416881346,2011,LSMS_NGA2010,10.4079933388843
18,6.29487701088,7.06416881346,2011,LSMS_NGA2010,1.76439748297734
19,6.31316440344,6.96516116294,2011,LSMS_NGA2010,7.85340314136126
20,6.10137761736,7.18988708702,2011,LSMS_NGA2010,0.658446067281217
21,6.10137761736,7.18988708702,2011,LSMS_NGA2010,0.718766335598536
22,6.10137761736,7.18988708702,2011,LSMS_NGA2010,0.916284881299459
23,6.55332176691,7.02906000742,2011,LSMS_NGA2010,1.23039064903107
24,6.55332176691,7.02906000742,2011,LSMS_NGA2010,1.46541617819461
25,6.24153758762,6.9368284516,2011,LSMS_NGA2010,1.39502441292723
26,6.24153758762,6.9368284516,2011,LSMS_NGA2010,0.570190443608165
27,7.51514666615,8.10456074405,2011,LSMS_NGA2010,0.184975375153183
28,7.51514666615,8.10456074405,2011,LSMS_NGA2010,0.266387256033671
29,7.18499237084,9.05983389603,2011,LSMS_NGA2010,0.506893755068938
30,7.13253377255,8.89928429772,2011,LSMS_NGA2010,0.125272467617067
31,7.13253377255,8.89928429772,2011,LSMS_NGA2010,0.737599114881062
32,7.31015034768,9.82258297564,2011,LSMS_NGA2010,10.7642626480086
33,7.18153477595,8.12388325776,2011,LSMS_NGA2010,0.543856595892795
34,7.18153477595,8.12388325776,2011,LSMS_NGA2010,0.171501372010976
35,6.7904710982,8.21331932541,2011,LSMS_NGA2010,0.141770237701432
36,7.94794794807,7.84960063268,2011,LSMS_NGA2010,0.290954797262697
37,7.024700005,7.85588266464,2011,LSMS_NGA2010,0.598324690865576
38,7.024700005,7.85588266464,2011,LSMS_NGA2010,0.909628416791741
39,7.024700005,7.85588266464,2011,LSMS_NGA2010,0.656685053848174
40,7.024700005,7.85588266464,2011,LSMS_NGA2010,0.646412411118293
41,7.11120144337,7.74246020701,2011,LSMS_NGA2010,0.809159687664361
42,7.11120144337,7.74246020701,2011,LSMS_NGA2010,2.99502077795665
43,7.11120144337,7.74246020701,2011,LSMS_NGA2010,0.661879074693054
44,7.11120144337,7.74246020701,2011,LSMS_NGA2010,0.675371454299865
45,7.11120144337,7.74246020701,2011,LSMS_NGA2010,0.76107362118829
46,7.11120144337,7.74246020701,2011,LSMS_NGA2010,1.35044062948539
47,7.11120144337,7.74246020701,2011,LSMS_NGA2010,1.19719514280828
48,7.13124337986,7.67714309718,2011,LSMS_NGA2010,0.342489211589835
49,6.69323689452,9.22460085821,2011,LSMS_NGA2010,0.280092430502066
50,6.69323689452,9.22460085821,2011,LSMS_NGA2010,0.264357940651642
51,6.69323689452,9.22460085821,2011,LSMS_NGA2010,1.6594756057086
52,6.69323689452,9.22460085821,2011,LSMS_NGA2010,1.52421151365928
53,6.50579840795,8.87016201696,2011,LSMS_NGA2010,3.21144129485313
54,6.44305604944,6.58324477885,2011,LSMS_NGA2010,1.06258633513973
55,6.11554285941,6.17661906842,2011,LSMS_NGA2010,2.54237288135593
56,7.46485632748,5.4293907403,2011,LSMS_NGA2010,0.819672131147541
57,10.4839449376,11.3966333392,2011,LSMS_NGA2010,4.41612516560469
58,9.86015744722,11.1997429657,2011,LSMS_NGA2010,1.75438596491228
59,7.91724465814,5.77211251871,2011,LSMS_NGA2010,1.55695335367752
60,7.65536420745,7.28227086573,2011,LSMS_NGA2010,8.88494002665482
61,7.23891062262,7.23659197226,2011,LSMS_NGA2010,3.52112676056338
62,7.48888422073,7.65083462038,2011,LSMS_NGA2010,4.44444444444445
63,8.43075126585,4.57397047246,2011,LSMS_NGA2010,7.06339396079817
64,10.8857336676,5.862466598,2011,LSMS_NGA2010,1.96147659958417
65,10.4307765955,5.55735774683,2011,LSMS_NGA2010,0.262629187464022
66,9.63134879803,6.37927524336,2011,LSMS_NGA2010,0.208325955122423
67,8.1299959029,4.3959858225,2011,LSMS_NGA2010,4.33333333333333
68,8.32841838002,3.56125462387,2011,LSMS_NGA2010,0.814470424542709
69,5.01417184373,6.54474998558,2011,LSMS_NGA2010,9.45560906729872
70,5.01417184373,6.54474998558,2011,LSMS_NGA2010,8.94689753170886
71,5.01417184373,6.54474998558,2011,LSMS_NGA2010,9.84473447344734
72,5.14601648677,6.61622345941,2011,LSMS_NGA2010,7.30978319724502
73,5.14601648677,6.61622345941,2011,LSMS_NGA2010,7.23045296661232
74,5.14601648677,6.61622345941,2011,LSMS_NGA2010,8.22050290135396
75,5.25625865911,6.61941404124,2011,LSMS_NGA2010,5.26187576126675
76,5.31524834074,7.4334346461,2013,LSMS_NGA2012,3.52017977807028
77,9.68199592163,11.8269506538,2013,LSMS_NGA2012,0.511875511875512
78,9.68199592163,11.8269506538,2013,LSMS_NGA2012,1.44296358484626
79,9.68199592163,11.8269506538,2013,LSMS_NGA2012,0.444129605901594
80,9.68199592163,11.8269506538,2013,LSMS_NGA2012,9.12450385510288
81,9.68199592163,11.8269506538,2013,LSMS_NGA2012,0.644407402952245
82,9.35668119389,12.1731637317,2013,LSMS_NGA2012,0.47378395451674
83,9.35668119389,12.1731637317,2013,LSMS_NGA2012,3.89408936838149
84,9.35668119389,12.1731637317,2013,LSMS_NGA2012,3.35221399371003
85,9.35668119389,12.1731637317,2013,LSMS_NGA2012,0.674490759476595
86,9.35668119389,12.1731637317,2013,LSMS_NGA2012,0.178189593727726
87,9.35668119389,12.1731637317,2013,LSMS_NGA2012,0.681013347861618
88,9.35668119389,12.1731637317,2013,LSMS_NGA2012,0.649197483710553
89,9.35668119389,12.1731637317,2013,LSMS_NGA2012,2.97766749379653
90,9.35668119389,12.1731637317,2013,LSMS_NGA2012,4.36350942518036
91,9.33287881009,11.7819675423,2013,LSMS_NGA2012,3.72531975661244
92,9.33287881009,11.7819675423,2013,LSMS_NGA2012,5.46351057872236
93,9.33287881009,11.7819675423,2013,LSMS_NGA2012,2.34205749751156
94,9.33287881009,11.7819675423,2013,LSMS_NGA2012,1.52434377000701
95,8.30266963237,12.0444336999,2013,LSMS_NGA2012,0.453288608857259
96,8.30266963237,12.0444336999,2013,LSMS_NGA2012,4.89875898105813
97,8.30266963237,12.0444336999,2013,LSMS_NGA2012,2.97840655249442
98,8.30266963237,12.0444336999,2013,LSMS_NGA2012,1.99362041467305
99,8.30266963237,12.0444336999,2013,LSMS_NGA2012,1.99713743634124
100,8.95937097796,12.1543140636,2013,LSMS_NGA2012,0.135903138127008
101,8.95937097796,12.1543140636,2013,LSMS_NGA2012,2.17746325530757
102,8.95937097796,12.1543140636,2013,LSMS_NGA2012,2.25109338821713
103,8.95937097796,12.1543140636,2013,LSMS_NGA2012,0.881652805125342
104,8.95937097796,12.1543140636,2013,LSMS_NGA2012,0.99601593625498
105,8.95937097796,12.1543140636,2013,LSMS_NGA2012,4.00882260554576
106,8.95937097796,12.1543140636,2013,LSMS_NGA2012,8.0
107,8.95937097796,12.1543140636,2013,LSMS_NGA2012,0.993788819875776
108,10.7021170344,13.4417466208,2013,LSMS_NGA2012,2.44967950026538
109,10.7021170344,13.4417466208,2013,LSMS_NGA2012,3.42239156722718
110,10.7021170344,13.4417466208,2013,LSMS_NGA2012,0.486144871171609
111,10.7021170344,13.4417466208,2013,LSMS_NGA2012,0.744047619047619
112,10.2710717474,13.3077304864,2013,LSMS_NGA2012,3.24464633354964
113,10.2710717474,13.3077304864,2013,LSMS_NGA2012,1.77967609894999
114,10.2710717474,13.3077304864,2013,LSMS_NGA2012,3.42348510783978
115,10.2686739218,13.2386102614,2013,LSMS_NGA2012,1.41793690180787
116,10.2686739218,13.2386102614,2013,LSMS_NGA2012,0.58841527996799
117,10.2686739218,13.2386102614,2013,LSMS_NGA2012,1.62284972411555
118,10.2686739218,13.2386102614,2013,LSMS_NGA2012,0.445732114998886
119,10.2832908043,12.8870466619,2013,LSMS_NGA2012,2.95845021037868
120,10.2832908043,12.8870466619,2013,LSMS_NGA2012,3.45781466113416
121,10.2832908043,12.8870466619,2013,LSMS_NGA2012,0.71120383101797
122,10.2832908043,12.8870466619,2013,LSMS_NGA2012,0.304404736537701
123,10.2832908043,12.8870466619,2013,LSMS_NGA2012,0.236983671825011
124,10.2832908043,12.8870466619,2013,LSMS_NGA2012,0.613101989515956
125,10.1941516025,12.4560676383,2013,LSMS_NGA2012,2.09940691754579
126,10.1941516025,12.4560676383,2013,LSMS_NGA2012,1.63323080273294
127,10.1941516025,12.4560676383,2013,LSMS_NGA2012,1.85412659049297
128,10.1941516025,12.4560676383,2013,LSMS_NGA2012,1.35671956063994
129,9.6929650288,12.6395843417,2013,LSMS_NGA2012,0.743693479295574
130,9.6929650288,12.6395843417,2013,LSMS_NGA2012,0.333433363342336
131,9.6929650288,12.6395843417,2013,LSMS_NGA2012,0.778755548633284
132,5.01159047312,7.94962641359,2013,LSMS_NGA2012,4.44413582390112
133,5.01159047312,7.94962641359,2013,LSMS_NGA2012,2.94092986207186
134,4.93447621662,7.96732908139,2013,LSMS_NGA2012,1.43918809940323
135,4.93447621662,7.96732908139,2013,LSMS_NGA2012,1.09948931614658
136,4.93447621662,7.96732908139,2013,LSMS_NGA2012,3.19461600715594
137,4.86465103466,7.84994924205,2013,LSMS_NGA2012,0.707844330874754
138,4.9211152487,8.02685220823,2013,LSMS_NGA2012,1.97532328864634
139,4.9211152487,8.02685220823,2013,LSMS_NGA2012,2.5023832221163
140,4.68817896818,7.70875490803,2013,LSMS_NGA2012,1.50053022269353
141,4.94791457045,7.7583190461,2013,LSMS_NGA2012,1.01714831270885
142,4.94791457045,7.7583190461,2013,LSMS_NGA2012,4.92031233286983
143,4.94791457045,7.7583190461,2013,LSMS_NGA2012,1.01048376910446
144,5.08858328195,7.73858652865,2013,LSMS_NGA2012,1.95810930101918
145,5.08858328195,7.73858652865,2013,LSMS_NGA2012,7.52197981113644
146,5.08858328195,7.73858652865,2013,LSMS_NGA2012,4.60344600815468
147,5.08858328195,7.73858652865,2013,LSMS_NGA2012,2.95128723343974
148,5.08858328195,7.73858652865,2013,LSMS_NGA2012,3.16348435205062
149,6.16779029063,7.00668904073,2013,LSMS_NGA2012,2.84738041002278
150,6.16779029063,7.00668904073,2013,LSMS_NGA2012,4.98988536749831
151,6.16779029063,7.00668904073,2013,LSMS_NGA2012,8.25763831544178
152,6.29487701088,7.06416881346,2013,LSMS_NGA2012,1.05008501649845
153,6.29487701088,7.06416881346,2013,LSMS_NGA2012,1.18441312329741
154,6.29487701088,7.06416881346,2013,LSMS_NGA2012,0.49454353631598
155,6.31316440344,6.96516116294,2013,LSMS_NGA2012,0.647936968691686
156,6.31316440344,6.96516116294,2013,LSMS_NGA2012,1.31921770390159
157,6.31316440344,6.96516116294,2013,LSMS_NGA2012,1.07100781835707
158,6.31316440344,6.96516116294,2013,LSMS_NGA2012,5.1417516662489
159,6.31316440344,6.96516116294,2013,LSMS_NGA2012,1.59600997506234
160,6.10137761736,7.18988708702,2013,LSMS_NGA2012,0.370207139709123
161,6.10137761736,7.18988708702,2013,LSMS_NGA2012,0.58263958139587
162,6.10137761736,7.18988708702,2013,LSMS_NGA2012,0.306740625239641
