id,Lat,Lon,HarvestYear,Source,YieldTonHa,MWMT,MCMT,MAT,MAP,Potassium_g_kg_0-20_m,Nitrogen_g_kg_0-20_m,Phosphorus_g_kg_0-20_m,OrganicCarbon_g_kg_0-20_m
124,10.2832908043,12.8870466619,2013,LSMS_NGA2012,0.613101989515956,32,23.5,27.4,720,45,49,25,19
125,10.1941516025,12.4560676383,2013,LSMS_NGA2012,2.09940691754579,32.3,24.1,27.7,801,44,67,25,22
126,10.1941516025,12.4560676383,2013,LSMS_NGA2012,1.63323080273294,32.3,24.1,27.7,801,44,67,25,22
127,10.1941516025,12.4560676383,2013,LSMS_NGA2012,1.85412659049297,32.3,24.1,27.7,801,44,67,25,22
128,10.1941516025,12.4560676383,2013,LSMS_NGA2012,1.35671956063994,32.3,24.1,27.7,801,44,67,25,22
129,9.6929650288,12.6395843417,2013,LSMS_NGA2012,0.743693479295574,33.5,25.6,28.9,717,45,47,26,17
130,9.6929650288,12.6395843417,2013,LSMS_NGA2012,0.333433363342336,33.5,25.6,28.9,717,45,47,26,17
131,9.6929650288,12.6395843417,2013,LSMS_NGA2012,0.778755548633284,33.5,25.6,28.9,717,45,47,26,17
132,5.01159047312,7.94962641359,2013,LSMS_NGA2012,4.44413582390112,28.7,25.3,27.1,2363,44,101,28,24
133,5.01159047312,7.94962641359,2013,LSMS_NGA2012,2.94092986207186,28.7,25.3,27.1,2363,44,101,28,24
134,4.93447621662,7.96732908139,2013,LSMS_NGA2012,1.43918809940323,28.6,25.3,27,2380,44,86,28,26
135,4.93447621662,7.96732908139,2013,LSMS_NGA2012,1.09948931614658,28.6,25.3,27,2380,44,86,28,26
136,4.93447621662,7.96732908139,2013,LSMS_NGA2012,3.19461600715594,28.6,25.3,27,2380,44,86,28,26
137,4.86465103466,7.84994924205,2013,LSMS_NGA2012,0.707844330874754,28.5,25.3,27.1,2420,44,90,29,26
138,4.9211152487,8.02685220823,2013,LSMS_NGA2012,1.97532328864634,28.7,25.4,27.1,2546,44,96,30,26
139,4.9211152487,8.02685220823,2013,LSMS_NGA2012,2.5023832221163,28.7,25.4,27.1,2546,44,96,30,26
140,4.68817896818,7.70875490803,2013,LSMS_NGA2012,1.50053022269353,28.5,25.2,27,2485,45,96,28,26
141,4.94791457045,7.7583190461,2013,LSMS_NGA2012,1.01714831270885,28.6,25.3,27.1,2364,42,94,28,26
142,4.94791457045,7.7583190461,2013,LSMS_NGA2012,4.92031233286983,28.6,25.3,27.1,2364,42,94,28,26
143,4.94791457045,7.7583190461,2013,LSMS_NGA2012,1.01048376910446,28.6,25.3,27.1,2364,42,94,28,26
144,5.08858328195,7.73858652865,2013,LSMS_NGA2012,1.95810930101918,28.5,25.2,27,2226,43,87,23,24
145,5.08858328195,7.73858652865,2013,LSMS_NGA2012,7.52197981113644,28.5,25.2,27,2226,43,87,23,24
146,5.08858328195,7.73858652865,2013,LSMS_NGA2012,4.60344600815468,28.5,25.2,27,2226,43,87,23,24
147,5.08858328195,7.73858652865,2013,LSMS_NGA2012,2.95128723343974,28.5,25.2,27,2226,43,87,23,24
148,5.08858328195,7.73858652865,2013,LSMS_NGA2012,3.16348435205062,28.5,25.2,27,2226,43,87,23,24
149,6.16779029063,7.00668904073,2013,LSMS_NGA2012,2.84738041002278,29.4,25.2,27.2,1896,44,92,24,25
150,6.16779029063,7.00668904073,2013,LSMS_NGA2012,4.98988536749831,29.4,25.2,27.2,1896,44,92,24,25
151,6.16779029063,7.00668904073,2013,LSMS_NGA2012,8.25763831544178,29.4,25.2,27.2,1896,44,92,24,25
152,6.29487701088,7.06416881346,2013,LSMS_NGA2012,1.05008501649845,30.1,25.7,27.6,1894,43,69,22,22
153,6.29487701088,7.06416881346,2013,LSMS_NGA2012,1.18441312329741,30.1,25.7,27.6,1894,43,69,22,22
154,6.29487701088,7.06416881346,2013,LSMS_NGA2012,0.49454353631598,30.1,25.7,27.6,1894,43,69,22,22
155,6.31316440344,6.96516116294,2013,LSMS_NGA2012,0.647936968691686,30.1,25.7,27.7,1853,43,69,21,23
156,6.31316440344,6.96516116294,2013,LSMS_NGA2012,1.31921770390159,30.1,25.7,27.7,1853,43,69,21,23
157,6.31316440344,6.96516116294,2013,LSMS_NGA2012,1.07100781835707,30.1,25.7,27.7,1853,43,69,21,23
158,6.31316440344,6.96516116294,2013,LSMS_NGA2012,5.1417516662489,30.1,25.7,27.7,1853,43,69,21,23
159,6.31316440344,6.96516116294,2013,LSMS_NGA2012,1.59600997506234,30.1,25.7,27.7,1853,43,69,21,23
160,6.10137761736,7.18988708702,2013,LSMS_NGA2012,0.370207139709123,29.7,25.6,27.5,2026,43,72,22,25
161,6.10137761736,7.18988708702,2013,LSMS_NGA2012,0.58263958139587,29.7,25.6,27.5,2026,43,72,22,25
162,6.10137761736,7.18988708702,2013,LSMS_NGA2012,0.306740625239641,29.7,25.6,27.5,2026,43,72,22,25
163,6.10137761736,7.18988708702,2013,LSMS_NGA2012,0.673933920779068,29.7,25.6,27.5,2026,43,72,22,25
164,6.10137761736,7.18988708702,2013,LSMS_NGA2012,0.136082193644962,29.7,25.6,27.5,2026,43,72,22,25
165,6.00420085033,7.05712166484,2013,LSMS_NGA2012,0.958575830195139,28.5,24.3,26.3,1947,42,95,22,28
166,6.00420085033,7.05712166484,2013,LSMS_NGA2012,0.801924619085806,28.5,24.3,26.3,1947,42,95,22,28
167,6.00420085033,7.05712166484,2013,LSMS_NGA2012,0.41994750656168,28.5,24.3,26.3,1947,42,95,22,28
168,6.55332176691,7.02906000742,2013,LSMS_NGA2012,0.948346715559208,30.5,25.7,27.8,1931,44,66,21,21
169,6.55332176691,7.02906000742,2013,LSMS_NGA2012,1.89669343111842,30.5,25.7,27.8,1931,44,66,21,21
170,6.55332176691,7.02906000742,2013,LSMS_NGA2012,2.54046599404805,30.5,25.7,27.8,1931,44,66,21,21
171,6.55332176691,7.02906000742,2013,LSMS_NGA2012,2.9244796146568,30.5,25.7,27.8,1931,44,66,21,21
172,6.55332176691,7.02906000742,2013,LSMS_NGA2012,2.19298245614035,30.5,25.7,27.8,1931,44,66,21,21
173,6.55332176691,7.02906000742,2013,LSMS_NGA2012,2.6174057482257,30.5,25.7,27.8,1931,44,66,21,21
174,6.13080945767,6.95268589556,2013,LSMS_NGA2012,1.54698981565038,29.3,25.1,27.1,1923,42,80,22,24
175,6.13080945767,6.95268589556,2013,LSMS_NGA2012,1.72265288544358,29.3,25.1,27.1,1923,42,80,22,24
176,6.13080945767,6.95268589556,2013,LSMS_NGA2012,0.16544786737699,29.3,25.1,27.1,1923,42,80,22,24
177,6.13080945767,6.95268589556,2013,LSMS_NGA2012,0.166500166500167,29.3,25.1,27.1,1923,42,80,22,24
178,6.1245359666,6.94962416146,2013,LSMS_NGA2012,3.34224598930481,29.3,25,27.1,1934,42,67,22,24
179,6.1245359666,6.94962416146,2013,LSMS_NGA2012,1.19000396667989,29.3,25,27.1,1934,42,67,22,24
180,6.1245359666,6.94962416146,2013,LSMS_NGA2012,0.941763388311953,29.3,25,27.1,1934,42,67,22,24
181,6.02557845775,7.02851464405,2013,LSMS_NGA2012,3.67149758454106,28.2,24.2,26.2,1983,42,92,23,27
182,6.02557845775,7.02851464405,2013,LSMS_NGA2012,1.12957882846539,28.2,24.2,26.2,1983,42,92,23,27
183,6.02557845775,7.02851464405,2013,LSMS_NGA2012,0.315035047649051,28.2,24.2,26.2,1983,42,92,23,27
184,6.02557845775,7.02851464405,2013,LSMS_NGA2012,0.383693045563549,28.2,24.2,26.2,1983,42,92,23,27
185,6.24153758762,6.9368284516,2013,LSMS_NGA2012,4.84094052558783,29.6,25.4,27.4,1861,42,74,22,22
186,6.24153758762,6.9368284516,2013,LSMS_NGA2012,4.85939506053536,29.6,25.4,27.4,1861,42,74,22,22
187,6.24153758762,6.9368284516,2013,LSMS_NGA2012,1.42857142857143,29.6,25.4,27.4,1861,42,74,22,22
188,5.98776036565,7.09183471113,2013,LSMS_NGA2012,0.18161180476731,28.8,24.6,26.6,1942,42,80,22,27
189,5.98776036565,7.09183471113,2013,LSMS_NGA2012,1.21069039619843,28.8,24.6,26.6,1942,42,80,22,27
190,5.98776036565,7.09183471113,2013,LSMS_NGA2012,1.46877386757535,28.8,24.6,26.6,1942,42,80,22,27
