id,placeholder1,Lat,Lon,placeholder2
56404,.,-4.066666666666666,37.73333333333333,.
56421,.,-0.75,37.75,.
56425,.,-0.75,37.75,.
56429,.,-0.75,37.75,.
56433,.,-0.75,37.75,.
56485,.,-20.383333333333333,28.516666666666666,.
56487,.,-20.433333333333334,28.4,.
56566,.,0.1,34.4,.
56570,.,0.1,34.4,.
56581,.,-19.8,30.883333333333333,.
56590,.,-17.566666666666666,30.98333333333333,.
56632,.,-14.966666666666669,34.983333333333334,.
57118,.,0.1,34.4,.
57119,.,0.1,34.4,.
57132,.,-4.066666666666666,37.73333333333333,.
57149,.,-0.75,37.75,.
57153,.,-0.75,37.75,.
57157,.,-0.75,37.75,.
57161,.,-0.75,37.75,.
57213,.,-20.383333333333333,28.516666666666666,.
57215,.,-20.433333333333334,28.4,.
57294,.,0.1,34.4,.
57298,.,0.1,34.4,.
57309,.,-19.8,30.883333333333333,.
57318,.,-17.566666666666666,30.98333333333333,.
57360,.,-14.966666666666669,34.983333333333334,.
57844,.,0.1,34.4,.
57845,.,0.1,34.4,.
