id,placeholder1,Lat,Lon,placeholder2
3642,.,11.545594,41.49252,.
3643,.,11.545594,41.49252,.
3644,.,11.545594,41.49252,.
3645,.,11.545594,41.49252,.
3646,.,12.972965,38.151818,.
3647,.,12.049693,37.774726,.
3648,.,12.049693,37.774726,.
3649,.,12.049693,37.774726,.
3650,.,12.049693,37.774726,.
3651,.,11.607389,38.567921,.
3652,.,11.016366,37.77945,.
3653,.,11.016366,37.77945,.
3654,.,11.016366,37.77945,.
3655,.,11.016366,37.77945,.
3656,.,11.016366,37.77945,.
3657,.,11.016366,37.77945,.
3658,.,10.472983,37.869958,.
3659,.,10.472983,37.869958,.
3660,.,10.472983,37.869958,.
3661,.,10.472983,37.869958,.
3662,.,10.371701,38.344396,.
3663,.,10.371701,38.344396,.
3664,.,10.371701,38.344396,.
3665,.,10.371701,38.344396,.
3666,.,11.800598,37.128473,.
3667,.,11.800598,37.128473,.
3668,.,11.800598,37.128473,.
3669,.,11.800598,37.128473,.
3670,.,11.800598,37.128473,.
3671,.,11.800598,37.128473,.
3672,.,11.800598,37.128473,.
3673,.,11.800598,37.128473,.
3674,.,11.800598,37.128473,.
3675,.,11.800598,37.128473,.
3676,.,11.800598,37.128473,.
3677,.,11.800598,37.128473,.
3678,.,11.162244,37.40731,.
3679,.,10.913587,37.620848,.
3680,.,10.913587,37.620848,.
3681,.,10.913587,37.620848,.
3682,.,10.913587,37.620848,.
3683,.,10.913587,37.620848,.
3684,.,10.412121,37.051153,.
3685,.,10.412121,37.051153,.
3686,.,10.412121,37.051153,.
3687,.,10.412121,37.051153,.
3688,.,10.412121,37.051153,.
3689,.,10.412121,37.051153,.
3690,.,10.412121,37.051153,.
3691,.,10.412121,37.051153,.
3692,.,10.412121,37.051153,.
3693,.,10.412121,37.051153,.
3694,.,10.412121,37.051153,.
3695,.,11.436085,36.645273,.
3696,.,11.436085,36.645273,.
3697,.,11.436085,36.645273,.
3698,.,11.436085,36.645273,.
3699,.,11.436085,36.645273,.
3700,.,11.436085,36.645273,.
3701,.,11.436085,36.645273,.
3702,.,11.436085,36.645273,.
3703,.,11.531211,37.456573,.
3704,.,11.531211,37.456573,.
3705,.,11.531211,37.456573,.
3706,.,11.440116,37.307145,.
3707,.,11.440116,37.307145,.
3708,.,11.440116,37.307145,.
3709,.,11.440116,37.307145,.
3710,.,11.440116,37.307145,.
3711,.,11.440116,37.307145,.
3712,.,11.440116,37.307145,.
3713,.,11.440116,37.307145,.
3714,.,12.631525,37.453414,.
